,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,label
57585,0.562,"['Ronnie Aldrich', 'The Strings of the London Festival Orchestra']",0.395,160333,0.313,0,27lr2rYmcfFocHfafAxCnu,0.8909999999999999,7,0.11199999999999999,-13.44,0,The Very Thought Of You,18,1963-01-01,0.0272,92.818,0.358,1963,0
4523,0.7340000000000001,['Diego Verdaguer'],0.44,233430,0.174,0,5Fe8FpqGdDBBypmqrydxa6,0.0,10,0.0901,-14.425999999999998,0,Simplemente Amor,38,1984-04-01,0.0322,109.536,0.0691,1984,0
79051,0.428,['Zofia Dromlewiczowa'],0.7040000000000001,106000,0.231,0,01Q01hFtf4OE26idaNXThT,0.0,6,0.161,-24.441,1,Chapter 1.15 - Dziewczynka z Luna Parku: Część 1,0,1931,0.9390000000000001,84.226,0.652,1931,0
17938,0.975,['Dexter Gordon'],0.461,185227,0.518,0,0sy2eb8OfCR0blNfUbtvDU,0.9690000000000001,3,0.198,-10.433,1,Long Tall Dexter,11,1958-01-01,0.115,200.533,0.84,1958,0
52816,0.516,"['Jose Alberto ""El Canario""']",0.611,253267,0.428,0,211kE9JH4gEvvyaZAuz6wC,0.000227,7,0.27,-19.629,0,Sueño Contigo,30,1992-01-01,0.0377,92.899,0.965,1992,0
3233,0.754,['John Sebastian'],0.39899999999999997,252893,0.41200000000000003,0,1Ie2BM0C7UyK1Wl9TX5px9,0.0,7,0.845,-16.278,1,Darlin' Be Home Soon - Live,30,1971-04-01,0.0956,75.09899999999998,0.535,1971,0
128620,0.977,"['Asha Bhosle', 'Satish Batra']",0.5870000000000001,188040,0.473,0,074fcq53Ky3IPQPdmRU42o,0.000168,11,0.345,-9.976,1,Sab Kuchh Karna,0,1951-01-01,0.0546,87.072,0.807,1951,0
84837,0.414,"['Jahloul Bouchikhi', 'J. Chico Bouchinkhi', 'N. Reyes', 'N. Reyes and S. Diaz', 'Nicolas Reyes', 'Ritchie Valens', 'Simón Díaz', 'T. Baliardo', 'Tonino Baliardo', 'Gipsy Kings']",0.6709999999999999,203173,0.884,0,5siwoDxCGDYnmfWV5SlUpE,0.00015,6,0.0701,-9.267000000000001,0,Bamboleo,50,1988-11-08,0.0586,119.574,0.9329999999999999,1988,0
142958,0.0149,"['Baby Bash', 'T-Pain']",0.647,237680,0.715,0,58a3FttBNLveeYAC983XEs,0.0,11,0.141,-5.6129999999999995,1,Cyclone (feat. T-Pain),52,2007-10-23,0.043,77.97,0.561,2007,0
52548,0.258,"['""Weird Al"" Yankovic']",0.591,191600,0.6920000000000001,0,73zpAPkjcHFhl29MOFlqhK,0.000102,7,0.0636,-11.895,0,Money for Nothing / Beverly Hillbillies,27,1989-01-01,0.0337,139.045,0.512,1989,0
131505,0.0256,['Steel Pulse'],0.7759999999999999,205926,0.5770000000000001,0,3sIzTZ7xjd26hkWbqXJ493,0.000704,5,0.142,-8.029,0,Reggae Fever,39,1980-01-01,0.0663,74.148,0.946,1980,0
159951,0.6809999999999999,['Kim Waters'],0.7020000000000001,245853,0.785,0,1TQEe8NQLc3ml4p23ueRzq,0.26899999999999996,7,0.298,-5.3729999999999976,0,Steppin' Out,48,2005-06-20,0.0265,110.999,0.767,2005,0
78401,0.996,['Francisco Canaro'],0.5329999999999999,173467,0.21899999999999997,0,0zYxScpizOj2XkB9jU9LxQ,0.9109999999999999,8,0.31,-14.809000000000001,1,Sentimiento Gaucho - Remasterizado,0,1924-07-12,0.0827,71.05,0.428,1924,0
145345,0.991,"['Jimmy Dorsey & His Orchestra', 'Phil Silvers']",0.466,168345,0.638,0,15cqYbx20245FH0fnVbXzg,0.107,9,0.73,-11.589,1,No Love No Nothing,0,1944-12-12,0.483,87.531,0.35200000000000004,1944,0
29751,0.5,['James Brown'],0.845,415400,0.6459999999999999,0,4Y0qIoUHscFcD4SAFnuO1s,0.0,10,0.0706,-9.261000000000001,0,"Hot Pants, Parts 1 & 2",42,1996-07-23,0.18600000000000005,98.291,0.77,1996,0
43711,0.5579999999999999,['Fleetwood Mac'],0.7340000000000001,325227,0.40299999999999997,0,7AO5oFoH4dsT3Uk6oi2srG,0.000348,7,0.24,-11.248,1,Gold Dust Woman - Early Take; 2013 Remaster,22,1977-02-04,0.0294,122.99799999999999,0.23,1977,0
59779,0.0122,['Black Flag'],0.418,191173,0.48700000000000004,0,3lCkFbgYEemC0IRPARkVMV,0.0,9,0.245,-15.130999999999998,1,Modern Man,25,1985,0.0654,102.167,0.17,1985,0
145464,0.161,['Эрих Мария Ремарк'],0.6890000000000001,99286,0.158,1,1swana3ivbFPeHbGLwQjS5,0.0,0,0.129,-21.334,1,Часть 225.4 & Часть 226.1 - Триумфальная арка,0,1945,0.943,79.041,0.622,1945,0
59300,0.9940000000000001,"['Wolfgang Amadeus Mozart', 'András Schiff']",0.40399999999999997,475200,0.005220000000000001,0,01WDSx44KtuvHY8h5aB8ss,0.9229999999999999,10,0.0843,-35.084,1,"Piano Sonata No.15 in F, K.533/494: 2. Andante, K.533",27,1981-01-01,0.0466,129.589,0.115,1981,0
690,0.995,['Kalyani'],0.8029999999999999,172506,0.115,0,4vDuCehcIq9f7neXahibbZ,0.00123,5,0.0995,-10.035,0,Jeevan Sargam Pe Gaaye Ja Geet,0,1946-12-31,0.183,70.34899999999999,0.812,1946,0
133094,0.604,"['Az Yet', 'Peter Cetera']",0.537,195693,0.413,0,2OWzR8QoH7KaLtiN65v32x,0.0,5,0.16,-9.949,0,Hard To Say I'm Sorry (feat. Peter Cetera),50,1996-10-27,0.0366,127.77,0.22,1996,0
2379,0.9940000000000001,"['Johann Sebastian Bach', 'Glenn Gould']",0.405,94707,0.27699999999999997,0,2OodraMlK1o898KizHf4MI,0.8140000000000001,0,0.114,-21.500999999999998,0,"Prelude and Fugue No. 2 in C Minor, BWV 847: Fugue",25,1963,0.0518,86.391,0.782,1963,0
136449,0.9890000000000001,"['Francisco Canaro', 'Francisco Amor']",0.555,157227,0.374,0,58FaO0q88DSmmcHXG4I8vQ,0.7290000000000001,2,0.177,-8.013,0,Pamentos del Bandoneón - Remasterizado,0,1941-01-24,0.0535,143.049,0.7809999999999999,1941,0
41044,0.654,['Эрнест Хемингуэй'],0.696,100800,0.29100000000000004,1,1jjkvVPY8nlGptexqvr8ii,0.0,0,0.162,-17.432000000000002,0,"Часть 64.3 - За рекой, в тени деревьев",0,1950,0.897,81.814,0.534,1950,0
34770,0.799,['Lorne Greene'],0.484,194600,0.31,0,4CjWAKROdursTIzOinXTT1,0.0,7,0.0944,-15.187000000000001,0,The Search,16,1966,0.0523,124.321,0.368,1966,0
23136,0.94,['Bernward Koch'],0.26899999999999996,239053,0.127,0,0qeGdBTMsG8arBbybvH17q,0.909,0,0.114,-16.917,0,An Evening Walk,52,2009-05-19,0.0357,125.241,0.0981,2009,0
70929,0.9940000000000001,['Shamshad Begum'],0.563,207224,0.29600000000000004,0,4kDjebbLSn6cNcRcMxT61x,0.39,6,0.374,-8.991,1,Ambua Pe Koyeliya Bole,0,1949-12-31,0.13,76.035,0.8959999999999999,1949,0
127621,0.18100000000000002,"['ОТВАЛ БАWKN', 'Cartier99', 'Lil Uzi Kop']",0.8959999999999999,131098,0.295,1,4OGhDZ4bgShJ5qK33PDp2B,0.0012,10,0.0774,-14.322000000000001,0,Miami,0,1941-05-05,0.0947,115.095,0.35200000000000004,1941,0
80034,0.695,"['Benny Goodman', 'Charlie Christian', 'Benny Goodman Sextet']",0.687,182573,0.38299999999999995,0,6M4zq5MrZroK5QT9ZHoa20,0.00011100000000000001,2,0.131,-12.929,0,Wholly Cats,8,1940,0.0588,105.70299999999999,0.736,1940,0
121806,0.0701,['Weather Report'],0.396,390640,0.705,0,5dJS5oBmC6wvJ2nNzl5hNo,0.303,5,0.212,-11.895,0,Black Market,43,1976-04-17,0.0379,104.65100000000001,0.775,1976,0
77976,6.76e-06,['The 1975'],0.424,127343,0.619,0,1VP6X2WDJuBGvIZkTKFhF5,0.16399999999999998,2,0.214,-5.925,1,Then Because She Goes,65,2020-05-22,0.0434,120.022,0.45399999999999996,2020,0
100674,0.74,['Mahalia Jackson'],0.7190000000000001,114840,0.4270000000000001,0,7pDWCUmXD3mDxRaqvGKYPD,0.0,3,0.237,-14.397,1,"Come On Children, Let's Sing",18,1954,0.0394,111.78399999999999,0.9640000000000001,1954,0
158989,0.0381,['Lonestar'],0.552,223933,0.8079999999999999,0,3infEr3WNjesDtV7JqDPwY,0.0,5,0.312,-5.569,1,My Front Porch Looking In,38,1995,0.0444,102.87,0.46299999999999997,1995,0
150397,0.6809999999999999,['Sammy Davis Jr.'],0.634,188227,0.56,0,5X3XrHlCFVGqNKpGp85xVC,0.0,0,0.3670000000000001,-10.883,1,The Candy Man,41,1995,0.037000000000000005,131.641,0.88,1995,0
86469,0.000193,['Seether'],0.55,207213,0.9520000000000001,0,5ynxx6zC4dgzsMHLYQ04Dc,0.000666,8,0.0614,-4.664,1,Remedy,69,2005-01-01,0.0924,127.804,0.391,2005,0
136835,0.777,"['Igor Stravinsky', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",0.354,605600,0.326,0,2dJ8e2YpdHaw17qW46fkax,0.0796,2,0.196,-12.829,0,Petrouchka - Version 1911 - Scene 1: The Shrovetide Fair - The Crowds - The Conjuring-trick,0,1946-01-01,0.0459,116.78299999999999,0.102,1946,0
165854,0.0342,['Rockpile'],0.8270000000000001,196640,0.7120000000000001,0,2BciChdBlazHaOyAUdECLI,0.0,9,0.0351,-11.020999999999999,1,When I Write The Book,27,1980,0.0483,116.14,0.965,1980,0
24196,0.35700000000000004,['Jack Johnson'],0.856,208267,0.418,0,25Bc68Ml8xdphCcPdnGLNp,6.99e-06,5,0.111,-7.375,1,Better Together,1,2020-06-12,0.0438,110.09299999999999,0.657,2020,0
10413,0.878,['Pat Boone'],0.31,162307,0.122,0,3bOkX6Yz6Pe4NByWzuJY6G,0.000182,3,0.122,-16.23,1,If Dreams Came True - Single Version,20,1962-08-01,0.0344,83.152,0.342,1962,0
136644,0.951,"['Naseem Bano', 'Ashok Kumar']",0.506,193613,0.304,0,6UHUWvU8LkWgL05vvWNsXM,0.89,2,0.138,-12.777000000000001,0,Chamko Chamko Bijuriya Chamko,0,1944-01-01,0.218,204.976,0.862,1944,0
168585,0.97,['Ludovico Einaudi'],0.245,445747,0.193,0,0fzw4BBD5FRJtPuQbUUKzJ,0.873,0,0.187,-13.328,0,Primavera,54,2007-04-20,0.0328,140.666,0.124,2007,0
112404,0.307,['Vicente Fernández'],0.442,181027,0.305,0,5zwYjcrKhVV8N10L1FFjDJ,8.32e-06,4,0.33,-8.942,1,La Ruleta,38,1977,0.0383,92.133,0.5429999999999999,1977,0
128119,0.9540000000000001,"['Igor Stravinsky', 'Societe Chorale de Brassus', 'Hélène Bouvier', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",0.27399999999999997,288973,0.102,0,2RkfNmqDxsiJA25FcBuwSd,4.86e-06,0,0.2,-20.27,0,"Oedipus Rex - Actus secundus: Nonn' erubescite, reges",0,1946-01-01,0.0421,87.97,0.204,1946,0
124554,0.0033799999999999998,['Senses Fail'],0.39299999999999996,198053,0.799,1,2v63SstROhGSQ2z8EYOyAR,0.0,11,0.109,-4.388,0,Lady in a Blue Dress,50,2004-09-07,0.07,156.986,0.623,2004,0
53564,0.494,['Andrés Calamaro'],0.591,261627,0.777,0,0fHTVPRRKmWaRuIwrsNTMp,0.0,9,0.38299999999999995,-6.307,1,La parte de adelante,60,1999,0.0401,123.264,0.621,1999,0
91980,0.789,['Peggy Lee'],0.75,148533,0.243,0,21yrhUCoKO5gh8IeCpL5Kj,1.18e-06,2,0.121,-11.374,0,Why Don't You Do Right (Get Me Some Money Too) - Remastered 1998,41,1962-07-01,0.0493,125.12299999999999,0.568,1962,0
128878,0.7440000000000001,"['Ella Fitzgerald', 'Ray Charles Singers']",0.565,182560,0.687,0,1pmZWOaD7Plss3Iq0dEQNJ,0.0,0,0.19,-4.6530000000000005,0,Air Mail Special,12,1954-01-01,0.071,104.432,0.7509999999999999,1954,0
157258,0.389,['DEVO'],0.47700000000000004,117373,0.708,0,5hdpL6p87olMceaqUPyivM,0.7490000000000001,4,0.524,-8.548,1,Too Much Paranoias,30,1978,0.23,78.98899999999998,0.4,1978,0
167890,0.00122,['Disturbed'],0.523,225733,0.99,1,65XkfBp7jL8hKiI7HIPnaj,0.0,8,0.0719,-3.091,1,Fear,44,2000-02-25,0.134,184.011,0.69,2000,0
100189,0.935,['Sarah Vaughan'],0.316,186360,0.0726,0,05fpCUWjF0SsH3CTFkBDx1,4.52e-06,10,0.203,-16.354,0,East of the Sun (West of the Moon),9,1949,0.0335,97.927,0.0856,1949,0
95178,0.147,['Hole'],0.245,211960,0.542,0,49t1GWE6ZiEoBgN92oMDdM,4.05e-06,7,0.102,-7.159,1,Doll Parts,59,1994-01-01,0.0324,204.824,0.365,1994,0
14460,0.0008609999999999999,['Senses Fail'],0.39399999999999996,230573,0.853,1,2QIybZBJS7jynaRrUZ8NJQ,4.03e-06,5,0.11699999999999999,-4.123,1,Bloody Romance,41,2003-01-01,0.214,131.116,0.326,2003,0
121034,0.335,['Scott Walker'],0.205,238933,0.17,0,1QtdHvQeFgSE7R7AuLPccZ,0.000362,1,0.361,-20.691999999999997,1,It's Raining Today,46,1969-03-01,0.0351,126.962,0.175,1969,0
60704,0.711,['Merle Haggard'],0.6890000000000001,227867,0.198,0,2LGP5HwH1CNnw4ulU5fmyp,0.0288,5,0.11599999999999999,-15.72,1,Today I Started Loving You Again,35,1995-01-01,0.0305,92.936,0.359,1995,0
139070,0.261,['Smokey Robinson & The Miracles'],0.7,164427,0.3720000000000001,0,0SmI8EB25nrjJO8oj05iKo,0.0,8,0.0541,-15.738,0,If You Can Want,29,1968-01-01,0.0342,118.196,0.9620000000000001,1968,0
63008,0.105,"['Chance the Rapper', 'Joey Purp']",0.879,181159,0.457,1,2ySRRtrAwDUF4FipiF1Djt,0.0,0,0.12,-6.3320000000000025,1,My Own Thing,59,2018-11-29,0.26899999999999996,139.974,0.6579999999999999,2018,0
48252,0.9109999999999999,"['Donna Drake', 'Betty Rhodes', 'Marjorie Reynolds']",0.556,270603,0.823,0,3hLGpW43DMnkI0wwHKRUnR,0.000242,3,0.6940000000000001,-5.97,0,On the Swing Shift,0,1942-10-02,0.442,126.631,0.7390000000000001,1942,0
149633,0.38,['Wilfrido Vargas'],0.818,275252,0.841,0,5L8xWjak06ON5UdfSDYLBj,8.42e-06,11,0.24,-5.3020000000000005,0,El Mono,46,1987-10-10,0.19699999999999998,141.86,0.8490000000000001,1987,0
163810,0.74,['John Lee Hooker'],0.721,177950,0.35200000000000004,0,0ay8PHNPCP2dmplYOtUJvI,1.1599999999999999e-05,10,0.111,-15.748,1,Whiskey And Wimmen,18,1960-01-01,0.0385,81.903,0.7829999999999999,1960,0
65393,0.34700000000000003,['Alice Coltrane'],0.23600000000000002,406067,0.396,0,7fsN0TviUhNKimmj4o72wp,0.000251,11,0.2,-15.095,0,I Want To See You,17,1968,0.0369,79.214,0.222,1968,0
13821,0.00796,['Sylvia'],0.7190000000000001,265600,0.5720000000000001,0,2BEeIp5vfO4rR2Qs5vkTLL,2.47e-05,2,0.0946,-10.665999999999999,1,Pillow Talk,36,1996-08-20,0.0356,109.515,0.6759999999999999,1996,0
146808,0.899,['The Moonglows'],0.35200000000000004,222840,0.102,0,0PebhGIynG9vDbrV66UiKV,5.72e-06,3,0.0834,-16.865,1,Ten Commandments Of Love,17,1959-05-13,0.0417,174.4,0.245,1959,0
16986,0.993,"['Colette', 'René-Maurice Picard']",0.59,283373,0.0252,0,4zyeOdRn0XAmb6ius5Tqpu,0.0868,2,0.0834,-28.459,1,L'Académie Goncourt,0,1948,0.9279999999999999,58.006,0.39399999999999996,1948,0
125062,0.995,"['Erik Satie', 'Alexandre Tharaud']",0.594,204267,0.0054399999999999995,0,4jep6dMPP0z7HrN375InoL,0.9520000000000001,7,0.0814,-35.422,1,Première Gymnopédie,60,2009-01-20,0.07,76.497,0.314,2009,0
147744,0.12300000000000001,['Ramsey Lewis'],0.47100000000000003,259360,0.579,0,75g38CqUeSfxh89MM1roXK,0.68,0,0.429,-12.62,1,Julia,30,1968-12-31,0.0278,93.206,0.386,1968,0
129928,0.785,['Luis Segura'],0.89,158058,0.63,0,0n8d23Xvp6YtboRKN1AFjB,0.00213,11,0.155,-3.3739999999999997,1,Cariñito De Mi Vida (Versión Original) [Remasterizada] - Remaster,25,1964-01-01,0.0965,112.413,0.81,1964,0
156883,0.5529999999999999,['Los Terricolas'],0.546,207726,0.28,0,50tw6xMbbwEbHkGzIVgKf6,0.0,5,0.106,-11.552,0,Volverás,35,1974-05-15,0.0295,79.327,0.614,1974,0
45770,3.64e-05,['blink-182'],0.17,268187,0.97,0,7blWwNgE7SbD8L8SiwgfEm,0.000138,9,0.135,-6.095,1,I'm Sorry,35,1997,0.14400000000000002,182.733,0.187,1997,0
99640,0.992,['Zeenat Begum'],0.5820000000000001,175386,0.114,0,15cZZgDOitsCjMcA8fldQf,9.71e-06,1,0.228,-15.267999999999999,0,Raaten Na Rahin,0,1944-01-01,0.0577,81.60300000000002,0.605,1944,0
157572,0.366,['Soft Cell'],0.568,248173,0.622,0,0J5xRLBZIkEvQRTqLggzb0,0.0,3,0.217,-8.725,0,"Torch - 7"" Single Version",30,1981-12,0.0342,122.514,0.652,1981,0
135801,0.263,['Эрнест Хемингуэй'],0.72,97700,0.17800000000000002,1,5eFr0B7KFpXP8GGAbb0J6l,0.0,1,0.46299999999999997,-21.736,1,Часть 86.3 - Прощай оружие,0,1929,0.858,123.679,0.7120000000000001,1929,0
1714,0.9420000000000001,['Art Pepper'],0.617,179507,0.289,0,0ctbYuGMciyaqGdpOneFsR,0.048,5,0.345,-10.3,0,Chili Pepper,12,1956-06-15,0.051,113.395,0.831,1956,0
35403,0.129,['The Allman Brothers Band'],0.467,218813,0.475,0,32HfSWEnSwJLkjFfqygqxg,0.0117,5,0.7559999999999999,-10.83,1,"Done Somebody Wrong - Live At The Final Fillmore East Concert, 1971",22,1972-02-12,0.0449,140.18,0.805,1972,0
84157,0.0133,['Billy Idol'],0.6729999999999999,252200,0.8140000000000001,0,1gzIbdFnGJ226LTl0Cn2SX,0.00293,9,0.34299999999999997,-5.4110000000000005,1,White Wedding - Pt. 1,70,1982-01-01,0.0367,147.19299999999996,0.728,1982,0
146648,0.6940000000000001,"['Dizzy Gillespie', 'Sonny Stitt', 'Sonny Rollins']",0.42100000000000004,327200,0.642,0,3gIJwywwHwNaCzhUHI0m2t,0.21899999999999997,0,0.17800000000000002,-9.884,0,I Know That You Know,18,1957,0.0557,78.25399999999998,0.804,1957,0
77195,0.185,['St. Lucia'],0.602,267600,0.885,0,4hoB7jVAo22BXwMFWLdlxQ,0.000125,0,0.253,-6.849,1,All Eyes on You,46,2012-03-06,0.0374,104.00399999999999,0.316,2012,0
50361,0.581,['Miles Davis'],0.395,116907,0.374,0,6DUATqScvxFDKFoOdZQM6J,3.25e-06,8,0.21100000000000002,-15.647,1,Nothing Like You,20,1967-10-23,0.0538,135.342,0.73,1967,0
108418,0.9840000000000001,['Κα Κούλα'],0.33799999999999997,77244,0.342,0,4rRQ1G8oubXQkQOpHzXIo9,0.00014,2,0.45,-13.073,1,Μαρς Κιλκίς,0,1937-01-01,0.0366,80.759,0.648,1937,0
72538,0.812,['The Beach Boys'],0.5870000000000001,130040,0.672,0,0nRp40HN5jLRQcPgCTUe7k,2.8199999999999998e-05,10,0.0699,-7.9129999999999985,1,Don't Hurt My Little Sister (Stereo),13,1965-03-08,0.0348,141.433,0.825,1965,0
148291,0.0208,['Elton John'],0.5329999999999999,308353,0.826,0,3CBW9DKwd4LbqsiEONhne7,0.0018800000000000002,10,0.348,-9.246,0,All The Girls Love Alice - Remastered 2014,33,1973-10-05,0.057999999999999996,88.934,0.531,1973,0
28862,0.168,['Night Ranger'],0.612,267200,0.777,0,3M2yrfGLuKQPpQGt01k3Po,0.0,7,0.256,-10.887,1,The Secret Of My Success,30,1987-01-01,0.0403,121.316,0.588,1987,0
58713,0.0848,['Claude Barzotti'],0.498,250973,0.4920000000000001,0,7Br5hb4FGMYRfGp72qNKCd,0.000273,2,0.11599999999999999,-10.01,1,Aime moi,43,1975,0.0278,157.67,0.516,1975,0
76583,0.212,"['WWE', 'Three 6 Mafia']",0.866,216227,0.615,0,7CJu4j1GUcCxTCc9rGt1p3,0.0,9,0.382,-6.114,0,Some Bodies Gonna Get It (Mark Henry),44,2006-05-23,0.0455,91.006,0.462,2006,0
169676,0.13699999999999998,['Bad Bunny'],0.787,188654,0.705,1,5mj8WVFcKdGA8p9HWGTSLc,1.06e-06,0,0.10800000000000001,-7.5820000000000025,1,Cuando Perriabas,69,2018-12-23,0.0695,81.99799999999998,0.499,2018,0
64519,0.40700000000000003,['Nelson Riddle'],0.35100000000000003,169160,0.354,0,3701hIRmh8fqJm7tFgXXqx,0.000515,10,0.09699999999999999,-12.380999999999998,1,The Joy Of Living,7,1959-01-01,0.0321,63.868,0.638,1959,0
157513,0.679,['Carpenters'],0.34299999999999997,234427,0.22699999999999998,0,1rzCLw4kDialEipO0Ud8tz,0.0,0,0.0847,-12.921,1,I Believe You,42,1981-01-01,0.0294,140.464,0.255,1981,0
169674,0.0998,"['Khalid', 'Empress Of']",0.6940000000000001,189493,0.63,0,6SkHm6poyKfzV6kc9any8k,0.0006349999999999999,7,0.12,-6.84,0,Suncity (feat. Empress Of),69,2018-10-19,0.162,90.045,0.341,2018,0
169619,0.212,['Ozuna'],0.653,218387,0.8590000000000001,0,33b2wX9d0kxqxhi7lcsC1A,0.0,0,0.111,-3.048,1,Unica,69,2018-08-24,0.0449,174.03799999999995,0.706,2018,0
22018,0.8909999999999999,['Céline Dion'],0.275,295973,0.19,0,3By5bgGVRjauYmixXQJzGV,0.000239,7,0.107,-12.314,1,Ave Maria,41,1998,0.0332,79.585,0.0659,1998,0
53908,0.966,['Thomas Newman'],0.275,57520,0.115,0,099QlSujdXkd9DCwAh2fgX,0.96,2,0.1,-18.861,1,Field Trip,42,2003-05-20,0.0346,85.49700000000001,0.155,2003,0
42034,0.5770000000000001,['Sonny Stitt'],0.545,263720,0.252,0,3rIHBYyMOJouFBZs0kVHP0,3.36e-06,5,0.237,-14.823,0,Home Free Blues,10,1960-01-01,0.0428,140.381,0.503,1960,0
57452,0.883,['Alfred Hitchcock'],0.624,417440,0.0473,0,5Elrboytm6XVOfFLeX8zV3,0.0,0,0.111,-34.016,1,Jimmy Takes Vanishing Lessons,10,1962-01-01,0.879,88.368,0.27,1962,0
127433,0.99,['Durga Khote'],0.36,197320,0.205,0,3qtad7D9wqJwuwwZuu82u0,0.899,10,0.33799999999999997,-14.235,1,Maiya Soona Mandir Tera,0,1939-01-01,0.0415,84.04899999999998,0.409,1939,0
136842,0.995,"['Frédéric Chopin', 'Arthur Rubinstein']",0.36200000000000004,86173,0.0913,0,2fOddcfJA3e6IjV4E353rF,0.9259999999999999,5,0.127,-22.385,1,"Mazurkas, Op. 68: No. 3 in F Major",4,1946,0.0545,78.863,0.239,1946,0
3761,0.10800000000000001,['Eddie Money'],0.608,237600,0.836,0,5Kz7bPBrpetIDU0DUiC8cq,9.75e-05,2,0.11699999999999999,-8.609,1,Two Tickets To Paradise,28,1977,0.0294,129.626,0.698,1977,0
92429,0.629,['Bobby Bare'],0.578,157640,0.447,0,3kDSSR6noFrYJBxijqEVm3,0.0,4,0.19,-14.212,1,The Streets of Baltimore,44,1966-08-22,0.032,116.12799999999999,0.8079999999999999,1966,0
13212,0.00321,['Soul II Soul'],0.7609999999999999,224173,0.715,0,5HRaxiZNh5CDACzSSYleHx,0.0989,10,0.0484,-11.699000000000002,0,Get A Life,44,1990-01-01,0.0669,101.132,0.715,1990,0
59913,0.408,['Luis Miguel'],0.47700000000000004,269627,0.491,0,3zz6O3luXvDEp9Ehn25kaP,0.0,9,0.136,-8.999,1,Sin Hablar,42,1987-07-15,0.0279,77.786,0.32299999999999995,1987,0
137517,0.865,"['Johannes Brahms', 'Arturo Toscanini']",0.196,834720,0.081,0,0Srj0bAbjiMGdoRMcj9VnA,0.368,2,0.21,-15.673,0,"Tragic Overture, Op. 81",0,1952,0.0358,81.086,0.109,1952,0
71781,0.748,['Little Willie John'],0.456,153907,0.499,0,0Sg5ZeV2H5cm3AjnVqQwJZ,0.0,1,0.124,-7.223,0,My Nerves,8,1958,0.0377,127.241,0.595,1958,0
101644,0.9840000000000001,['Mary Lou Williams'],0.19899999999999998,399880,0.0669,0,4DggHO6d4yZzOHUCm47UO2,1.96e-06,7,0.128,-19.509,0,Black Christ of the Andes (St. Martin de Porres),41,1964-01-01,0.0336,88.821,0.0643,1964,0
82264,0.525,['The Beatles'],0.373,181347,0.38799999999999996,0,7rgUYidQh5tH0YlXCoKaYJ,0.0,9,0.267,-9.31,1,You Really Got A Hold On Me - Remastered 2009,59,1963-11-22,0.0337,77.643,0.687,1963,0
39544,0.0651,['Dan Bull'],0.848,120463,0.898,0,1EbUvGMGNtR5VoJOXDwgm6,2.26e-05,1,0.062,-8.702,1,Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom,56,2014,0.0915,134.93,0.897,2014,0
90187,0.988,"['Carolina Cardoso de Menezes', 'Garoto']",0.505,190296,0.22,0,0HbAqqvHDhJfNiTHE9otUV,0.929,8,0.133,-15.472000000000001,0,Maria Elena,4,1944-12-12,0.0373,62.248999999999995,0.444,1944,0
144759,0.995,"['Kakkia Mendri', 'Lidia Likiardopoulou']",0.26899999999999996,201573,0.24,0,3AojdLkuvycdhXtofKrvOW,0.266,0,0.10300000000000001,-13.359000000000002,1,Aftos o horismos,0,1935-01-01,0.0399,84.64299999999999,0.36,1935,0
4250,0.040999999999999995,['DEVO'],0.657,208360,0.47700000000000004,0,3eIXGN28FDchhB6QxOLYU5,0.0671,11,0.10400000000000001,-11.754000000000001,0,Going Under - 2010 Remaster,28,1981-08-26,0.0621,189.31900000000002,0.847,1981,0
55675,0.0267,['JayDaYoungan'],0.795,110021,0.615,1,28iQ5hYn9qJefp95zmwhEk,0.0,7,0.21600000000000005,-8.283999999999999,0,Iron Slang,53,2020-06-05,0.276,87.531,0.24600000000000002,2020,0
104909,1.7899999999999998e-05,['Soundgarden'],0.389,251867,0.925,0,6ZzeXWwDvMzrgCWt9RwBj1,0.244,0,0.222,-7.97,1,Pretty Noose,53,1996-05-21,0.0643,150.893,0.317,1996,0
167273,0.636,['Violent Femmes'],0.6890000000000001,251707,0.512,0,2kyjRBPLjeFn3JMzMtykxf,0.00255,2,0.10300000000000001,-8.782,0,Color Me Once,41,1994-03-25,0.0354,118.84299999999999,0.365,1994,0
14827,0.113,['Journey'],0.18899999999999997,190693,0.617,0,7LMMvfOjBXsIpvrGjULZKC,0.00197,7,0.312,-7.665,1,Lights,44,2006-07-31,0.0463,204.662,0.384,2006,0
144732,0.894,"['Wolfgang Amadeus Mozart', 'Karl Böhm', 'Staatskapelle Dresden']",0.48700000000000004,260280,0.2,0,31IHhvgbLFvV8iU9AKAwIV,0.728,7,0.11800000000000001,-15.8,1,"Mozart: Eine kleine Nachtmusik, K. 525: I. Allegro",0,1935,0.0423,131.95,0.402,1935,0
12330,0.132,['Franco Battiato'],0.7240000000000001,253093,0.7040000000000001,0,70H6sWVx9av1ShluLpNOJ2,0.00158,9,0.0797,-7.414,1,Cuccurucucù - Remastered,54,1981,0.0551,92.667,0.7340000000000001,1981,0
